Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
DLP3175,ADOM W&G CAPSULES,C1,box,0,15,5, No Tax, exclusive, SC1,,4,,,,,
DLP3176,ADOM W&G SYRUP,C1,box,0,11,5, No Tax, exclusive, SC1,,4,,,,,
DLP3177,ADUMTWUMWAA CAPS,C1,box,0,9,5, No Tax, exclusive, SC1,,0,,,,,
DLP3178,ADUTWUMWAA BITTERS,C1,box,0,10,5, No Tax, exclusive, SC1,,4,,,,,
DLP3179,ADUTWUMWAA CAPS (LOOSE),C1,box,0,0.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3180,ADUTWUMWAA CAPSULES,C1,box,0,15,5, No Tax, exclusive, SC1,,2,,,,,
DLP3181,ADUTWUMWAA MALAMIX,C1,box,0,9.8,5, No Tax, exclusive, SC1,,4,,,,,
DLP3182,ADUTWUMWAA TONIC,C1,box,0,10,5, No Tax, exclusive, SC1,,3,,,,,
DLP3183,AFRICAN WARRIOR,C1,box,0,1.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3184,AGANZI CONDOM,C1,box,0,2.4,5, No Tax, exclusive, SC1,,0,,,,,
DLP3185,AGBEVE BALM,C1,box,0,4,5, No Tax, exclusive, SC1,,0,,,,,
DLP3186,AGBEVE FEVER  SYRUP,C1,box,0,10,5, No Tax, exclusive, SC1,,2,,,,,
DLP3187,AGBEVE TONIC,C1,box,0,9,5, No Tax, exclusive, SC1,,5,,,,,
DLP3188,AHUODZEN ANCIENT,C1,box,0,10,5, No Tax, exclusive, SC1,,1,,,,,
DLP3189,AK-47,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3190,AKANAYO KOO BITTERS,C1,box,0,13,5, No Tax, exclusive, SC1,,4,,,,,
DLP3191,AKES N PAIN CAPSULES,C1,box,0,3,5, No Tax, exclusive, SC1,,10,,,,,
DLP3192,AKES N PAIN TABLETS,C1,box,0,2,5, No Tax, exclusive, SC1,,8,,,,,
DLP3193,AKILOX 500MG,C1,box,0,2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3194,AKOBALM,C1,box,0,0.8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3195,ALABUKUM SACHET,C1,box,0,0.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3196,ALAFIA BITTERS,C1,box,0,9,5, No Tax, exclusive, SC1,,3,,,,,
DLP3197,ALAGBIN 4S,C1,box,0,0.2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3198,ALAGBIN PLUS BLOOD TONIC,C1,box,0,6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3199,ALAPHOID MIXTURE,C1,box,0,9,5, No Tax, exclusive, SC1,,4,,,,,
DLP3200,ALBEN SUSPENSION,C1,box,0,5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3201,ALBEN TABLET,C1,box,0,5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3202,ALBENDAZOLE 400MG TABS,C1,box,0,2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3203,ALBENDAZOLE SUSPENSION,C1,box,0,3,5, No Tax, exclusive, SC1,,0,,,,,
DLP3204,ALCOPER DEWORMER,C1,box,0,5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3205,ALDOMET(METHYLDOPA) 250MG(ORG),C1,box,0,1.6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3206,ALESOF-10(CETIRIZINE)CAPSULES,C1,box,0,1.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3207,ALIVE AZITHROMYCIN SUSPENSION,C1,box,0,15,5, No Tax, exclusive, SC1,,0,,,,,
DLP3208,ALIVE BABY COUGH,C1,box,0,5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3209,ALIVE CHESTY COUGH SYRUP,C1,box,0,6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3210,ALIVE CIPRO TABLETS,C1,box,0,5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3211,ALIVE DICLO-P TABS,C1,box,0,1.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3212,ALIVE DRY COUGH,C1,box,0,6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3213,ALIVE KWIK TONIC,C1,box,0,1.8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3214,ALIVE ZOLE TABS,C1,box,0,2.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3215,ALIVEZOLE SYRUP,C1,box,0,3,5, No Tax, exclusive, SC1,,0,,,,,
DLP3216,ALKA SELTZER,C1,box,0,3,5, No Tax, exclusive, SC1,,0,,,,,
DLP3217,ALKA SUSPENSION,C1,box,0,30,5, No Tax, exclusive, SC1,,2,,,,,
DLP3218,ALPHA GARLIC CAPS,C1,box,0,12,5, No Tax, exclusive, SC1,,2,,,,,
DLP3219,ALPHA&OMEGA LINIMENT,C1,box,0,2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3220,ALUDROX(ALUMINIUM HYDROXIDE),C1,box,0,0.8,5, No Tax, exclusive, SC1,,33,,,,,
DLP3221,ALUSIL SUSPENSION,C1,box,0,6,5, No Tax, exclusive, SC1,,4,,,,,
DLP3222,ALVITE CAPSULES,C1,box,0,3.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3223,ALVITE IRON TONIC,C1,box,0,9,5, No Tax, exclusive, SC1,,0,,,,,
DLP3224,ALWAYS 16S,C1,box,0,4.2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3225,ALWAYS CLASSIC PAD,C1,box,0,1.8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3226,ALWAYS PAD Blue,C1,box,0,6,5, No Tax, exclusive, SC1,,4,,,,,
DLP3227,ALWAYS PAD Pink,C1,box,0,6,5, No Tax, exclusive, SC1,,3,,,,,
DLP3228,AMCOF ADULT COUGH,C1,box,0,8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3229,AMCOF BABY COUGH,C1,box,0,7,5, No Tax, exclusive, SC1,,0,,,,,
DLP3230,AMCOF JUNIOR COUGH,C1,box,0,7,5, No Tax, exclusive, SC1,,0,,,,,
DLP3231,AMIDERM CREAM,C1,box,0,2.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3232,AMIDOL SYRUP,C1,box,0,7,5, No Tax, exclusive, SC1,,2,,,,,
DLP3233,AMIDOL TABS,C1,box,0,0.6,5, No Tax, exclusive, SC1,,2,,,,,
DLP3234,AMIGO MOSQUITO REPELLANT,C1,box,0,2.2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3235,AMINOPEP LIQUID,C1,box,0,14,5, No Tax, exclusive, SC1,,2,,,,,
DLP3236,AMITONE SYRUP,C1,box,0,3.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3237,AMITRIPTYLINE 25MG,C1,box,0,4,5, No Tax, exclusive, SC1,,0,,,,,
DLP3238,AMLODIPINE 5MG TABS,C1,box,0,4,5, No Tax, exclusive, SC1,,8,,,,,
DLP3239,AMLODIPINE TABS  10MG,C1,box,0,5,5, No Tax, exclusive, SC1,,8,,,,,
DLP3240,AMODIAQUIN SYRUP(DAMAS),C1,box,0,1.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3241,AMOGRA TABS,C1,box,0,2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3242,AMOKSICLAV 625 BOX,C1,box,0,26,5, No Tax, exclusive, SC1,,2,,,,,
DLP3243,AMOKSICLAV SUSP 457,C1,box,0,24,5, No Tax, exclusive, SC1,,3,,,,,
DLP3244,AMOKSIKLAV SUSP 228,C1,box,0,20,5, No Tax, exclusive, SC1,,1,,,,,
DLP3245,AMOKSIKLAV TABS 1 GM,C1,box,0,35,5, No Tax, exclusive, SC1,,3,,,,,
DLP3246,AMOQ SUSPENSION,C1,box,0,5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3247,AMOTEX 100MG(1-4YRS),C1,box,0,2.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3248,AMOTEX 200MG(5-9YRS),C1,box,0,3.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3249,AMOTEX 400MG(ADULT),C1,box,0,4,5, No Tax, exclusive, SC1,,0,,,,,
DLP3250,AMOXICILLIN 500MG CAPSULES (U.K.),C1,box,0,10,5, No Tax, exclusive, SC1,,0,,,,,
DLP3251,AMOXYL CAPSULES 500MG,C1,box,0,2,5, No Tax, exclusive, SC1,,10,,,,,
DLP3252,AMOXYL CAPSULES(250)MG,C1,box,0,1,5, No Tax, exclusive, SC1,,39,,,,,
DLP3253,AMOXYL SUSPENSION,C1,box,0,5,5, No Tax, exclusive, SC1,,2,,,,,
DLP3254,AMOXYL SUSPN (LUEX),C1,box,0,6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3255,AMPICILLIN CAPSULES 250MG,C1,box,0,1,5, No Tax, exclusive, SC1,,35,,,,,
DLP3256,AMPICILLIN SUSPENSION(LETAP),C1,box,0,5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3257,AMPICLOX CAPSULES,C1,box,0,2,5, No Tax, exclusive, SC1,,12,,,,,
DLP3258,AMPICLOX SUSPENSION,C1,box,0,5,5, No Tax, exclusive, SC1,,6,,,,,
DLP3259,AMUROX  SUSPENSION 125MG,C1,box,0,25,5, No Tax, exclusive, SC1,,0,,,,,
DLP3260,ANAFRANIL CAPSULES,C1,box,0,1.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3261,ANALGIN INJECTION,C1,box,0,0.3,5, No Tax, exclusive, SC1,,0,,,,,
DLP3262,ANCIGEL O SUSP,C1,box,0,8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3263,ANDREWS LIVER SALT,C1,box,0,0.7,5, No Tax, exclusive, SC1,,33,,,,,
DLP3264,ANERGY FAMILY TONIC,C1,box,0,3,5, No Tax, exclusive, SC1,,0,,,,,
DLP3265,ANGEL CAPSULES  BOX,C1,box,0,14,5, No Tax, exclusive, SC1,,0,,,,,
DLP3266,ANGEL CREAM,C1,box,0,4,5, No Tax, exclusive, SC1,,0,,,,,
DLP3267,ANGEL FATWIKEKE OINTMENT,C1,box,0,4,5, No Tax, exclusive, SC1,,0,,,,,
DLP3268,ANGEL HERBAL MIXTURE,C1,box,0,10,5, No Tax, exclusive, SC1,,3,,,,,
DLP3269,ANGEL SOAP,C1,box,0,1.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3270,ANTICID PLUS SUSP,C1,box,0,13,5, No Tax, exclusive, SC1,,3,,,,,
DLP3271,ANTICID PLUS TABLET,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3272,ANTI-STRETCHMARK CREAM,C1,box,0,3.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3273,ANUSOL  OINTMENT,C1,box,0,25,5, No Tax, exclusive, SC1,,0,,,,,
DLP3274,ANUSOL OINTMENT,C1,box,0,25,5, No Tax, exclusive, SC1,,24,,,,,
DLP3275,ANUSOL SUPPOSITORY(PILES),C1,box,0,3,5, No Tax, exclusive, SC1,,24,,,,,
DLP3276,ANYTIME PAD,C1,box,0,0.9,5, No Tax, exclusive, SC1,,0,,,,,
DLP3277,APC 10S,C1,box,0,1.2,5, No Tax, exclusive, SC1,,19,,,,,
DLP3278,APC 4S,C1,box,0,0.6,5, No Tax, exclusive, SC1,,41,,,,,
DLP3279,APETAMIN SYRUP,C1,box,0,16,5, No Tax, exclusive, SC1,,4,,,,,
DLP3280,APETIT SYRUP,C1,box,0,9,5, No Tax, exclusive, SC1,,2,,,,,
DLP3281,APETIT TABLET,C1,box,0,1.6,5, No Tax, exclusive, SC1,,27,,,,,
DLP3282,APITUP-C SYP,C1,box,0,3,5, No Tax, exclusive, SC1,,0,,,,,
DLP3283,APTIZOOOM SYRUP,C1,box,0,26,5, No Tax, exclusive, SC1,,1,,,,,
DLP3284,AQUASULF SULFUR OINTMENT,C1,box,0,1.6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3285,ARABA  BA  ZHEN PILLS,C1,box,0,23,5, No Tax, exclusive, SC1,,1,,,,,
DLP3286,ARBI FORTE SYRUP,C1,box,0,10,5, No Tax, exclusive, SC1,,4,,,,,
DLP3287,ARINATE 100MG,C1,box,0,4.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3288,ARMACT,C1,box,0,4,5, No Tax, exclusive, SC1,,0,,,,,
DLP3289,AROGRA   TABS,C1,box,0,2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3290,ARTEMOS 180 SUSPENSION,C1,box,0,4,5, No Tax, exclusive, SC1,,0,,,,,
DLP3291,ARTEMOS PLUS,C1,box,0,10,5, No Tax, exclusive, SC1,,0,,,,,
DLP3292,ARTEMOS SOFT GEL CAPSULES,C1,box,0,6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3293,ARTESIANE SUSPENSION,C1,box,0,5.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3294,ARTESUNATE 50MG,C1,box,0,4.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3295,ARTESUNATE XL,C1,box,0,4,5, No Tax, exclusive, SC1,,0,,,,,
DLP3296,ARTHARAL TABS,C1,box,0,10,5, No Tax, exclusive, SC1,,0,,,,,
DLP3297,ARTIX CAPS,C1,box,0,15,5, No Tax, exclusive, SC1,,0,,,,,
DLP3298,ARTRIFAN TAB,C1,box,0,5.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3299,ARTRIN TABLETS,C1,box,0,6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3300,ARZIGLOBIN SYRUP,C1,box,0,10,5, No Tax, exclusive, SC1,,3,,,,,
DLP3301,ASDA LOZENGES,C1,box,0,0.4,5, No Tax, exclusive, SC1,,0,,,,,
DLP3302,ASMADRIN,C1,box,0,1,5, No Tax, exclusive, SC1,,27,,,,,
DLP3303,ASNAC-SR 75MG,C1,box,0,7,5, No Tax, exclusive, SC1,,8,,,,,
DLP3304,ASPANOL BABY,C1,box,0,7,5, No Tax, exclusive, SC1,,0,,,,,
DLP3305,ASPANOL JUNIOR,C1,box,0,7,5, No Tax, exclusive, SC1,,5,,,,,
DLP3306,ASPANOL LOZEN,C1,box,0,0.2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3307,ASPANOL PRODUCTIVESYRUP,C1,box,0,10,5, No Tax, exclusive, SC1,,0,,,,,
DLP3308,ASPANOL-A SYRUP,C1,box,0,10,5, No Tax, exclusive, SC1,,0,,,,,
DLP3309,ASPANOL-D COUGH SYRUP,C1,box,0,10,5, No Tax, exclusive, SC1,,0,,,,,
DLP3310,"ASPRIN BLISTER(300),MG",C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3311,ASPRIN SOLUBLE 75MG (100)S,C1,box,0,7,5, No Tax, exclusive, SC1,,3,,,,,
DLP3312,ASTHALEX SYRUP(SALBUTAMOL),C1,box,0,9,5, No Tax, exclusive, SC1,,3,,,,,
DLP3313,ASTYFER CAPSULES,C1,box,0,3,5, No Tax, exclusive, SC1,,0,,,,,
DLP3314,ASTYFER SYRUP,C1,box,0,6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3315,ASTYMIN  SYRUP,C1,box,0,20,5, No Tax, exclusive, SC1,,4,,,,,
DLP3316,ASTYMIN C DROPS,C1,box,0,13,5, No Tax, exclusive, SC1,,0,,,,,
DLP3317,ASTYMIN FORTE CAPSULES,C1,box,0,20,5, No Tax, exclusive, SC1,,0,,,,,
DLP3318,ATACAND 16MG TABLETS,C1,box,0,1.3,5, No Tax, exclusive, SC1,,0,,,,,
DLP3319,ATACAND 8MG TABLETS,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3320,ATACAND PLUS TABLETS,C1,box,0,2.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3321,ATENOLOL 100MG(28)S,C1,box,0,10,5, No Tax, exclusive, SC1,,5,,,,,
DLP3322,ATENOLOL 50MG(28)S,C1,box,0,8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3323,ATS(TETANUS)INJECTION,C1,box,0,0.45,5, No Tax, exclusive, SC1,,0,,,,,
DLP3324,ATWOODS LAXATIVE,C1,box,0,29,5, No Tax, exclusive, SC1,,2,,,,,
DLP3325,AUGMENTIN  1 G  TABLETS,C1,box,0,100,5, No Tax, exclusive, SC1,,0,,,,,
DLP3326,AUGMENTIN 625MG TAB,C1,box,0,75,5, No Tax, exclusive, SC1,,1,,,,,
DLP3327,AUGMENTIN SUSP 228MG,C1,box,0,40,5, No Tax, exclusive, SC1,,1,,,,,
DLP3328,AUGMENTIN SUSP 457,C1,box,0,48,5, No Tax, exclusive, SC1,,1,,,,,
DLP3329,AUNTIE MARY GRIPE WATER,C1,box,0,10,5, No Tax, exclusive, SC1,,6,,,,,
DLP3330,AVOMINE TABLETS ORIGINAL,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3331,AXACEF SUSPENSION,C1,box,0,18,5, No Tax, exclusive, SC1,,0,,,,,
DLP3332,AYRTON BCO SYRUP,C1,box,0,4,5, No Tax, exclusive, SC1,,5,,,,,
DLP3333,AYRTON CHLOROQUIN SYRUP,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3334,AYRTON HAEMO IMPORT,C1,box,0,3,5, No Tax, exclusive, SC1,,0,,,,,
DLP3335,AYRTON MULT JACKET,C1,box,0,8,5, No Tax, exclusive, SC1,,3,,,,,
DLP3336,AYRTON MUTIVITE SYRUP,C1,box,0,4,5, No Tax, exclusive, SC1,,4,,,,,
DLP3337,AYRTON PARACETAMOL SYRUP,C1,box,0,4,5, No Tax, exclusive, SC1,,9,,,,,
DLP3338,AZILEX SUSPN,C1,box,0,30,5, No Tax, exclusive, SC1,,1,,,,,
DLP3339,AZIROCIN CAPSULES,C1,box,0,16,5, No Tax, exclusive, SC1,,0,,,,,
DLP3340,AZIRON CAP 500MG,C1,box,0,20,5, No Tax, exclusive, SC1,,1,,,,,
DLP3341,AZIRON CAPS 250MG,C1,box,0,15,5, No Tax, exclusive, SC1,,2,,,,,
DLP3342,AZIRON SYRUP,C1,box,0,10,5, No Tax, exclusive, SC1,,0,,,,,
DLP3343,AZIROZIN SUSPN,C1,box,0,15,5, No Tax, exclusive, SC1,,0,,,,,
DLP3344,AZITHRIN  DRY  SYRUP,C1,box,0,10,5, No Tax, exclusive, SC1,,0,,,,,
DLP3345,AZIWOK 250MG CAPS,C1,box,0,25,5, No Tax, exclusive, SC1,,0,,,,,
DLP3346,AZIWOK 500MG CAPS,C1,box,0,35,5, No Tax, exclusive, SC1,,0,,,,,
DLP3347,AZIWOK SUSPENSION,C1,box,0,15,5, No Tax, exclusive, SC1,,0,,,,,
DLP3348,BABOO RUBB,C1,box,0,0.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3349,BABY COUGH LINCTUS ECL,C1,box,0,7,5, No Tax, exclusive, SC1,,3,,,,,
DLP3350,BABY TEETHING GEL,C1,box,0,2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3351,BABY TEETHING MIXTURE ECL,C1,box,0,7,5, No Tax, exclusive, SC1,,6,,,,,
DLP3352,BABYCARE GRIPE WATER,C1,box,0,8,5, No Tax, exclusive, SC1,,0,,,,,
DLP3353,BACGEN-BM CREAM L/S,C1,box,0,1.6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3354,BACTROBAN CREAM,C1,box,0,25,5, No Tax, exclusive, SC1,,0,,,,,
DLP3355,BAD BOY,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3356,BALSAM 301,C1,box,0,0.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3357,BALSAM 301 TUBE,C1,box,0,1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3358,BASE VITA  CAPS,C1,box,0,2,5, No Tax, exclusive, SC1,,10,,,,,
DLP3359,BASECAM,C1,box,0,1,5, No Tax, exclusive, SC1,,6,,,,,
DLP3360,BASEFENAC 100,C1,box,0,0.6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3361,BASEVITA  CAPSULES,C1,box,0,2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3362,BCO INJECTION,C1,box,0,2,5, No Tax, exclusive, SC1,,13,,,,,
DLP3363,BCO STRIP,C1,box,0,0.3,5, No Tax, exclusive, SC1,,90,,,,,
DLP3364,BCO STRONG KRKA 30S,C1,box,0,10,5, No Tax, exclusive, SC1,,4,,,,,
DLP3365,BCO SYRUP  ECL,C1,box,0,6,5, No Tax, exclusive, SC1,,0,,,,,
DLP3366,BE SAFE CONDOM,C1,box,0,0.1,5, No Tax, exclusive, SC1,,0,,,,,
DLP3367,BE4 BE4 CAPSULES BOX,C1,box,0,20,5, No Tax, exclusive, SC1,,3,,,,,
DLP3368,BECOACTIN TABS,C1,box,0,10,5, No Tax, exclusive, SC1,,4,,,,,
DLP3369,BECOATIN SYRUP,C1,box,0,10,5, No Tax, exclusive, SC1,,4,,,,,
DLP3370,BECOX STRONG,C1,box,0,0.7,5, No Tax, exclusive, SC1,,0,,,,,
DLP3371,BECOZEE SYRUP,C1,box,0,1.9,5, No Tax, exclusive, SC1,,0,,,,,
DLP3372,BEEHIVE BALSAM,C1,box,0,22,5, No Tax, exclusive, SC1,,0,,,,,
DLP3373,BEFLAMEX CQ CREAM,C1,box,0,1.9,5, No Tax, exclusive, SC1,,0,,,,,
DLP3374,BEFLAMEX GCI CREAM,C1,box,0,2.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3375,BEFLAMEX-N CREAM,C1,box,0,1.9,5, No Tax, exclusive, SC1,,0,,,,,
DLP3376,BELLA COUGH SYRUP,C1,box,0,8,5, No Tax, exclusive, SC1,,3,,,,,
DLP3377,BELLS ANTACID MIXTURE,C1,box,0,13,5, No Tax, exclusive, SC1,,1,,,,,
DLP3378,BELLS BABY COUGH SYRUP,C1,box,0,17,5, No Tax, exclusive, SC1,,4,,,,,
DLP3379,BELLS CHILD COUGH,C1,box,0,5.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3380,BELLS EPHEDRINE 0.5%,C1,box,0,3.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3381,BELLS EPHEDRINE 1%,C1,box,0,3.5,5, No Tax, exclusive, SC1,,0,,,,,
DLP3382,BELLS HYDROGEN PEROXIDE,C1,box,0,12,5, No Tax, exclusive, SC1,,0,,,,,
DLP3383,BELLS MEDICATED HAIR OINTMENT,C1,box,0,2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3384,BELLS OLIVE OIL,C1,box,0,12,5, No Tax, exclusive, SC1,,3,,,,,
DLP3385,BELLS TEETHING MIXTURE,C1,box,0,17,5, No Tax, exclusive, SC1,,1,,,,,
DLP3386,BELLS VITAMIN C SYRUP,C1,box,0,17,5, No Tax, exclusive, SC1,,1,,,,,
DLP3387,BENDRO 2.5MG TABS,C1,box,0,0.6,5, No Tax, exclusive, SC1,,23,,,,,
DLP3388,BENDROFLUAZIDE 5MG,C1,box,0,1,5, No Tax, exclusive, SC1,,13,,,,,
DLP3389,BENYLIN  MUCUS COUGH  SYRUP,C1,box,0,22,5, No Tax, exclusive, SC1,,0,,,,,
DLP3390,BENYLIN 4FLU,C1,box,0,37,5, No Tax, exclusive, SC1,,0,,,,,
DLP3391,BENYLIN CHESTY COUGH,C1,box,0,13,5, No Tax, exclusive, SC1,,0,,,,,
DLP3392,BENYLIN DRY COUGH,C1,box,0,16,5, No Tax, exclusive, SC1,,0,,,,,
DLP3393,BENYLIN EXPECTORANT(ORIGINAL),C1,box,0,25,5, No Tax, exclusive, SC1,,0,,,,,
DLP3394,BENYLIN PAEDIATRIC,C1,box,0,28,5, No Tax, exclusive, SC1,,0,,,,,
DLP3395,BENYLIN WITH CODEIN,C1,box,0,60,5, No Tax, exclusive, SC1,,3,,,,,
DLP3396,BENZIL 400 TABS,C1,box,0,2,5, No Tax, exclusive, SC1,,0,,,,,
DLP3397,BENZIL SUSPENSION,C1,box,0,3,5, No Tax, exclusive, SC1,,0,,,,,
DLP3398,BENZYL BENZOATE,C1,box,0,7,5, No Tax, exclusive, SC1,,3,,,,,
DLP3399,BEPLEX SYR,C1,box,0,2,5, No Tax, exclusive, SC1,,0,,,,,
